piano_tariff,metodo_pagamento,sesso,etacl,zona_attivaz,canale_attivaz,vas1,vas2,q01_out_ch_peak,q01_out_dur_peak,q01_out_val_peak,q01_out_dur_offpeak,q01_out_val_offpeak,q01_in_ch_tot,q01_in_dur_tot,q01_ch_sms,q09_out_ch_peak,q09_out_dur_peak,q09_out_val_peak,q09_out_dur_offpeak,q09_out_val_offpeak,q09_in_ch_tot,q09_in_dur_tot,q09_ch_sms,test
7,1,3,50.09,3,5,2,1,0,0,0,0,0,0,0,0,525,74207,306.1009,0,0,345,78100,0,0
8,2,3,19.34,2,9,1,1,0,0,0,0,0,0,0,0,5,236,1.7255,0,0,2,210,0,0
3,3,1,35.14,1,5,1,1,8,544,5.0117,327,1.0376,2,463,0,67,6078,36.6065,358,1.5297,12,1114,0,0
6,1,1,33.14,1,5,1,1,241,22683.1266,106.1479,0,0,214,17767,0,120,11204,50.4723,0,0,224,26321,0,0
6,1,3,29.14,1,5,2,1,191,21047,91.15,0,0,411,40831,20,260,47308,187.5162,0,0,181,22993,16,0
8,2,3,17.86,3,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,3,3,22.78,2,5,1,1,0,0,0,0,0,0,0,0,4,460,2.7698,0,0,10,190,0,0
7,3,1,40.42,2,2,2,1,54,4137,25.5481,486,1.9574,79,7660,0,211,13520,64.915,0,0,113,7908,0,0
7,1,1,23.47,3,5,1,1,0,0,0,0,0,0,0,0,196,37848,148.658,0,0,22,1507,0,0
7,2,3,41.57,3,5,2,1,0,0,0,0,0,0,0,0,141,16184,69.3648,0,0,117,18835,0,0
8,2,1,27.6,1,5,1,1,122,11993,74.0439,0,0,192,11030,4,155,15149,93.6233,0,0,149,9539,0,0
8,1,3,42.72,1,5,2,1,134,16077.6019,73.2997,2517,9.1842,118,4740,5,181,24220,82.1915,0,0,61,4607,0,0
8,2,3,17.96,2,9,2,1,0,0,0,0,0,0,0,0,40,1879,11.628,0,0,17,424,7,0
7,1,2,40.42,3,5,1,1,71,5307,33.1519,79,0.3042,261,15883,0,258,24938,112.7265,0,0,214,12064,0,0
3,1,1,43.8,3,5,1,1,73,5025,31.884,1101,5.2761,98,7518,0,65,5283,32.4175,526,2.369,103,7774,0,0
8,2,2,32,1,5,2,1,0,0,0,0,0,0,0,0,155,28241,67.8253,0,0,48,3109,0,0
7,3,1,21.67,3,5,1,1,0,0,0,0,0,0,0,0,252,14314,74.6761,0,0,144,8762,1,0
7,3,1,40.91,2,5,1,1,283,61036,285.7695,2653,8.6,175,33971,15,308,57532,224.1908,0,0,197,38361,0,0
8,2,3,22.16,1,9,1,1,0,0,0,0,0,0,0,0,9,1313,7.6565,0,0,3,348,0,0
8,1,3,38.59,2,5,2,1,11,292,5.1439,1059,3.5341,96,7346,0,154,8177,52.7757,0,0,123,14800,28,0
7,2,3,35.21,2,5,2,1,0,0,0,0,0,0,0,0,120,10938,49.5649,0,0,80,4662,0,0
7,3,3,23.93,4,5,2,1,0,0,0,0,0,0,0,0,465,48108,200.8909,0,0,374,35697,0,0
7,1,2,23.5,1,5,1,1,0,0,0,0,0,0,0,0,135,17625,73.842,0,0,316,34706,0,0
7,3,2,26.62,1,5,2,1,0,0,0,0,0,0,0,0,321,86086,348.721,19906,37.2639,197,32848,277,0
7,2,1,24.09,3,5,1,1,0,0,0,0,0,0,0,0,72,5111,24.808,0,0,0,0,0,0
3,1,1,49.83,3,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,3,36.32,3,7,1,1,0,0,0,0,0,0,0,0,106,12573,71.9125,4130,13.697,164,17790,0,0
3,2,3,42.95,1,7,1,1,10,380,2.8813,3,0.111,0,0,0,0,0,0,0,0,0,0,0,0
8,2,3,14.98,1,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,2,1,41.57,2,5,1,1,56,3992,25.2052,69,0.3817,63,6684,0,96,7768,36.3121,0,0,74,7711,0,0
8,2,2,15.47,1,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,2,3,33.6,2,5,1,1,107,5441,29.1287,0,0,54,3675,0,5,30,0.6187,0,0,5,113,0,0
8,1,3,25.44,3,5,1,1,40,2973,19.363,0,0,88,5165,0,120,11659,72.1279,0,0,122,9500,0,0
8,3,3,20.22,1,5,2,1,0,0,0,0,0,0,0,0,47,3540,22.9906,0,0,29,3039,0,0
8,2,1,21.08,2,9,1,1,0,0,0,0,0,0,0,0,5,112,1.0902,0,0,5,133,1,0
7,3,2,28.03,1,5,1,1,307,41885.9232,151.984,0,0,609,64155,0,288,48341,194.0277,0,0,580,55561,21,0
3,3,1,43.73,3,5,1,1,12,1027,6.2357,306,1.397,35,558,0,14,917,5.9083,509,2.5337,19,1138,0,0
7,2,3,21.18,1,9,1,1,0,0,0,0,0,0,0,0,665,89533,372.3334,0,0,237,20810,0,0
7,2,1,28.45,3,5,1,1,221.248086,33389,134.5091,0,0,290,25229,0,242,41666,166.5868,0,0,363,44830,0,0
8,2,1,19.01,1,5,1,1,0,0,0,0,0,0,0,0,1,17,0.1906,0,0,1,262,0,0
7,2,1,28.45,4,5,2,1,123,16997,70.4674,0,0,164,11629,0,120,8037,39.7068,0,0,150,11459,0,0
8,2,3,23.67,3,9,1,1,0,0,0,0,0,0,0,0,40,1119,9.8638,0,0,70,12078,0,0
8,2,1,22.16,2,5,2,1,0,0,0,0,0,0,0,0,273,17756,113.7522,0,0,171,12199,0,0
7,3,1,36.06,2,5,1,1,174.861581,32561,157.3396,3254,9.8178,16,1774,0,187,26557,109.5674,0,0,8,407,0,0
6,2,1,33.14,1,5,1,1,78,9425,40.0874,0,0,88,10281,0,88,9067,39.8013,0,0,87,7880,1,0
8,1,1,30.98,2,2,1,1,0,0,0,0,0,0,0,0,121,10666,67.143,0,0,119,8774,0,0
7,3,1,17.47,1,5,2,1,0,0,0,0,0,0,0,0,120,14108,58.6587,0,0,88,6553,1,0
3,3,1,47.57,1,5,1,1,90,9146,53.7916,103,0.5712,66,2364,0,103,11642,67.2778,11,0.1312,37,1209,0,0
8,2,1,14.98,2,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,1,45.44,1,5,1,1,22,1970,11.8568,1693,4.9218,6,3039,0,16,1180,7.3936,88,0.3269,0,0,0,0
8,3,1,36.68,1,7,1,1,-2.5156396,2656,23.8603,1999,11.1555,103,9563,0,60,6566,51.1323,5054,20.5891,145,13043,0,0
6,1,1,31.63,3,5,1,1,89,9581,41.7524,0,0,107,7456,0,195,17424,79.3546,0,0,57,4683,0,0
3,3,1,36.39,1,5,1,1,35,2538,15.9647,102,0.7762,44,5348,0,13,648,4.4958,367,1.5525,40,4864,0,0
8,2,3,19.34,1,9,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,3,1,31.47,1,5,2,1,698,89898,369.8988,0,0,802,57406,1,1151,168649,652.5681,0,0,575,50422,30,0
3,2,3,38.29,4,5,1,1,139,22661.82,110.5977,19114,57.1878,120,10375,0,0,0,0,0,0,6,72,0,0
8,1,1,27.86,1,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,2,3,24.45,2,9,1,1,0,0,0,0,0,0,0,0,8,463,3.1989,0,0,18,459,0,0
8,2,3,22.16,1,5,2,1,0,0,0,0,0,0,0,0,9,947,5.7812,0,0,7,177,0,0
8,3,1,23.67,1,5,1,1,0,0,0,0,0,0,0,0,31,2527,16.1491,0,0,29,1911,0,0
8,3,1,28.45,2,5,1,1,79,3954,28.418,0,0,47,2956,0,199,13591,90.0794,0,0,138,8532,0,0
7,3,1,33.63,1,5,2,1,393,85318,404.1415,18875,55.5036,738,61631,0,567,98103,391.7475,0,0,442,64352,0,0
8,2,1,34.62,3,5,2,1,45,1895,13.8695,1420,5.2606,62,2472,0,160,19629,117.0901,0,0,160,15714,0,0
7,2,1,35.77,3,5,2,1,162,7405,47.7965,1468,6.3127,121,11145,0,110,6625,33.877,0,0,161,12654,0,0
8,1,3,22.55,2,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,2,1,25.11,3,5,2,1,83,10559,62.671,0,0,45,6261,17,160,18345,77.2847,0,0,125,13321,2,0
8,3,2,24.59,2,5,1,1,0,0,0,0,0,0,0,0,8,209,1.8969,0,0,1,23,0,0
6,1,1,34.62,1,5,1,1,82,8622,42.6289,0,0,8,349,2,143,11450,53.681,0,0,20,1886,1,0
7,1,3,23.01,1,5,1,1,0,0,0,0,0,0,0,0,459,48423,211.4545,0,0,45,3623,0,0
7,3,1,28.22,2,2,1,2,0,0,0,0,0,0,0,0,464,57512,224.6825,0,0,399,60450,0,0
8,2,1,16.16,2,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,2,3,32.85,2,5,2,1,96,6250,55.6741,15701,58.6695,71,5380,62,287,32637,130.9528,0,0,218,13263,2,0
8,1,1,49.83,2,5,1,1,16,926,4.0666,4810,10.3632,47,3917,0,14,957,6.3493,0,0,14,742,0,0
7,2,1,27.6,1,7,1,1,67,13184.831,30.7788,0,0,38,1417,0,243,25766,112.6625,0,0,118,7649,0,0
6,3,1,46.13,1,3,1,2,214,27667,116.1259,0,0,142,10890,0,187,20060,87.4868,0,0,118,9242,0,0
8,3,1,45.7,3,5,1,1,62,3393,23.4446,117,0.7106,73,5703,0,40,2591,17.4061,0,0,55,3956,0,0
8,2,3,21.67,1,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0
8,1,3,35.4,1,9,2,1,0,0,0,0,0,0,0,0,326,32569,125.0347,0,0,214,14136,0,0
8,3,3,16.49,2,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,3,1,35.9,1,5,1,1,55,3671,23.5422,2631,10.404,108,7478,0,134,11384,67.9471,2370,9.838,136,8532,0,0
8,2,3,30.19,3,9,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,2,1,43.47,1,5,1,1,120,14854,88.89,0,0,64,8058,0,123,12132,74.8599,0,0,26,2062,0,0
8,2,1,26.03,3,5,1,1,0,0,0,0,0,0,0,0,119,18344,106.1711,0,0,69,5081,0,0
8,3,3,43.18,3,7,2,1,126,10103,63.4338,936,6.2006,117,12532,3,162,12520,78.753,0,0,210,24377,1,0
8,1,1,16.16,1,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,2,3,24.09,1,5,1,1,0,0,0,0,0,0,0,0,24,1524,10.2858,0,0,6,441,0,0
3,3,2,33.83,4,5,1,1,58,3905,24.9903,1371,6.0673,29,1379,0,55,3526,22.8377,1847,8.5143,34,2283,0,0
6,2,1,32.81,3,5,1,1,30,4275,17.6267,0,0,82,5254,0,43,4142,18.4153,0,0,45,4461,0,0
8,2,1,16.49,3,9,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,2,1,20.16,3,5,2,1,0,0,0,0,0,0,0,0,469,43707,192.4138,0,0,4,173,0,0
8,2,3,35.63,4,5,1,1,77,8127,48.7551,6585,24.6076,301,20347,0,196,17801,111.3378,0,0,238,17775,0,0
7,2,3,23.18,1,3,1,1,0,0,0,0,0,0,0,0,370,42730,183.2255,0,0,153,10307,5,0
6,2,2,30.36,3,5,1,1,76,6295,29.2418,0,0,93,6137,0,32,2349,11.2872,0,0,78,3034,3,0
8,1,3,38.91,2,5,2,1,20,511,9.0803,2898,8.0676,84,8890,5,127,10376,52.2148,0,0,20,2168,5,0
3,1,1,40.72,3,5,2,1,147,6720,47.8781,1804,7.3724,31,1913,0,64,6372,37.9446,1326,4.7912,52,3347,0,0
7,2,1,24.81,3,5,1,1,0,0,0,0,0,0,0,0,216,23697,102.6344,0,0,360,35879,0,0
4,1,3,42.72,3,5,2,1,416,25403.0694,155.4912,18844,75.4616,1301,53235,0,0,0,0,0,0,0,0,0,0
7,3,1,44.59,2,5,1,1,46,6296,34.7684,5854,17.2099,57,3555,0,114,15331,63.8744,0,0,59,4883,0,0
7,2,3,20.49,4,5,2,1,0,0,0,0,0,0,0,0,176,14875,67.0893,0,0,254,23392,0,0
8,2,1,19.5,3,9,1,1,0,0,0,0,0,0,0,0,129,13799,84.0213,0,0,97,6379,10,0
8,2,3,23.01,2,9,1,1,0,0,0,0,0,0,0,0,10,872,5.5013,0,0,100,5888,0,0
8,3,1,34.88,1,2,1,1,29,1565,10.8983,172,0.6435,36,1242,0,37,1673,12.3929,0,0,29,1435,22,0
7,2,1,35.14,1,5,2,1,171,18725,83.7249,0,0,244,22110,6,227,22140,98.5844,0,0,234,25486,0,0
3,3,1,44.49,3,5,1,1,94,6853,43.0493,104,0.6776,59,2169,0,68,5366,33.1297,200,0.7148,52,1780,0,0
7,3,1,35.14,3,5,1,1,47,4183,25.2046,3273,12.0345,108,6652,0,81,8810,38.3061,0,0,103,8648,0,0
7,3,1,33.14,1,5,1,1,171,21923,92.1648,0,0,135,7813,0,92,7689,35.6335,0,0,59,3587,0,0
8,2,1,26.95,1,7,1,1,47,4621,28.528,0,0,28,1292,0,90,8086,50.7233,0,0,48,2841,0,0
8,2,3,21.01,2,5,1,2,0,0,0,0,0,0,0,0,44,8032,45.6951,0,0,47,6856,4,0
8,3,2,23.5,2,3,2,1,0,0,0,0,0,0,0,0,26,2226,14.0879,0,0,30,2343,0,0
8,2,2,27.31,4,5,1,1,33,1630,11.7597,0,0,39,2614,1,59,2110,16.9047,0,0,71,3525,0,0
8,2,2,22.95,3,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,1,3,40.75,2,5,1,1,383,54549,224.9335,0,0,150,12521,2,359,102330,384.828,0,0,156,30885,13,0
7,3,1,32.91,2,5,1,1,28,978,7.6498,162,0.8248,44,3039,0,63,3045,16.7513,0,0,39,2961,0,0
8,3,3,40.85,3,5,1,1,0,0,0,0,0,0,0,0,95,4734,33.9617,0,0,25,1307,0,0
7,2,1,34.55,1,5,2,1,304,68430,317.3044,5690,17.8405,317,31979,3,302,66154,251.4293,0,0,197,24992,0,0
7,2,1,17.63,3,5,1,1,0,0,0,0,0,0,0,0,246,28507,122.2836,0,0,186,20310,11,0
7,2,3,15.01,3,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,1,2,41.54,4,5,1,1,187,36169,142.02,0,0,125,9394,0,137,18420,76.7486,0,0,93,6579,0,0
8,2,1,22.49,3,3,2,1,0,0,0,0,0,0,0,0,112,12970,67.7116,0,0,68,8114,13,0
8,3,3,24.45,1,9,1,1,0,0,0,0,0,0,0,0,7,1088,6.2966,0,0,0,0,1,0
7,2,1,26.16,1,5,1,1,168,23392,97.0918,0,0,245,29037,0,238,26623,114.8543,0,0,223,30174,0,0
8,2,2,15.14,3,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,3,1,20.65,2,5,1,1,0,0,0,0,0,0,0,0,166,20440,86.6109,0,0,53,3855,0,0
7,3,1,20.65,1,5,1,1,0,0,0,0,0,0,0,0,529,81239,330.6145,0,0,461,39559,0,0
7,2,1,19.8,3,5,1,1,0,0,0,0,0,0,0,0,183,20838,188.327,0,0,53,13719,0,0
8,2,3,22.95,1,9,2,1,0,0,0,0,0,0,0,0,8,466,1.207,0,0,2,432,6,0
8,2,1,24.78,2,5,2,1,0,0,0,0,0,0,0,0,142,16328,98.3215,0,0,123,15326,9,0
8,3,1,24.59,3,5,1,1,0,0,0,0,0,0,0,0,11,1022,6.3726,0,0,50,4514,0,0
7,2,1,39.08,1,5,2,1,674,108191,544.1973,10382,32.0498,671,49138,0,561,53693,225.5533,0,0,495,55320,0,0
8,1,1,21.18,2,5,1,1,0,0,0,0,0,0,0,0,508,64275,381.7727,0,0,189,29789,0,0
8,2,3,15.67,3,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,2,3,34.45,3,5,1,1,243,21029,96.3595,0,0,281,26501,0,172,13460,63.5056,0,0,221,17154,0,0
7,2,1,47.27,4,5,1,1,128,10725,49.5613,0,0,67,3228,1,141,11523,53.7198,0,0,76,6436,2,0
7,3,3,20.65,2,3,2,1,0,0,0,0,0,0,0,0,342,20717,89.5996,0,0,258,32811,9,0
8,3,3,41.21,1,5,1,1,0,0,0,0,0,0,0,0,57,2907,20.7822,0,0,60,3761,0,0
7,3,1,32.45,3,5,1,1,118,7246,47.4428,2718,13.6195,62,2364,0,286,18538,92.3373,0,0,194,9076,0,0
7,1,3,24.78,1,5,1,2,0,0,0,0,0,0,0,0,296,36078,142.6056,0,0,259,26006,20,0
7,2,3,33.73,3,5,1,1,163,17007,89.3088,1538,5.5597,84,9589,0,460,55676,332.7635,0,0,356,37438,0,0
7,2,1,27.6,4,5,1,2,46.8710349,3144,20.4455,0,0,112,4307,0,311,39889,236.483,0,0,573,70064,0,0
7,2,1,27.96,3,5,1,1,273,54270,212.6263,0,0,12,804,0,554,118534,459.9364,0,0,7,1061,0,0
7,1,3,27.44,2,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,3,3,19.4,4,5,2,1,0,0,0,0,0,0,0,0,383,17594,89.3414,0,0,111,6897,4,0
3,1,3,43.73,3,5,1,1,38,2394,15.5717,330,1.2519,56,3331,0,64,2482,18.4799,356,1.6274,34,1635,0,0
6,2,3,36.09,1,7,1,1,0,0,0,0,0,0,0,0,538,46537,213.3117,0,0,398,24414,0,0
8,2,3,29.6,1,5,2,1,53,4642,23.4167,2768,11.1353,112,5972,0,37,1936,11.4152,0,0,70,5442,0,0
7,2,1,27.6,1,5,2,1,388,28367.7552,137.8615,0,0,287,25948,4,537,40695,177.7825,0,0,209,22443,165,0
7,3,1,26.95,2,5,1,1,766,62649,291.3039,0,0,527,23482,0,669,59230,270.0703,0,0,242,8770,0,0
7,2,3,22.55,4,9,1,1,0,0,0,0,0,0,0,0,95,5437,28.2915,0,0,127,5849,0,0
7,1,1,26.91,3,5,1,1,208,14232.1673,78.785,0,0,93,3323,0,427,28805,141.8883,0,0,108,8681,0,0
7,2,1,18.49,1,5,1,2,0,0,0,0,0,0,0,0,524,158410,382.0123,0,0,22,2277,3,0
8,2,3,22.78,1,7,1,1,0,0,0,0,0,0,0,0,41,2821,18.689,0,0,23,1932,0,0
8,2,3,16.49,1,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,3,1,26.75,3,3,2,1,180,18206,80.4635,0,0,155,20378,0,320,37882,161.6835,0,0,243,38604,0,0
8,2,3,32.72,2,9,1,1,0,0,0,0,0,0,0,0,73,8488,50.8188,0,0,34,4825,0,0
8,2,2,30.62,3,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,2,3,48.68,3,5,1,1,61,5338,22.9565,2460,5.7719,160,14489,0,96,9023,40.5765,0,0,184,18228,0,0
6,2,3,33.96,4,7,1,1,341,22606,112.0458,0,0,125,9339,0,152,15022,66.6482,0,0,51,1973,0,0
8,3,3,20.49,2,5,1,1,0,0,0,0,0,0,0,0,31,1649,11.548,0,0,29,1979,0,0
8,3,3,23.01,1,5,1,1,0,0,0,0,0,0,0,0,79,6144,39.6376,0,0,62,4407,28,0
7,1,1,50.13,1,5,1,1,1049,92485,503.6761,27953,112.285,706,36720,0,498,38677,182.4632,0,0,111,8793,43,0
7,2,1,23.01,3,5,1,1,0,0,0,0,0,0,0,0,128,24999,97.9688,0,0,104,18567,1,0
3,3,1,37.6,3,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,2,1,21.18,2,5,1,1,0,0,0,0,0,0,0,0,126,17311,101.7053,0,0,3,47,0,0
6,3,3,29.44,4,7,2,1,85,6430,30.6311,0,0,51,3257,0,365,36419,146.7053,0,0,161,15336,0,0
7,2,1,29.44,1,5,1,2,34,2965,17.8333,721,2.6582,62,3557,0,151,14331,84.7847,1526,5.3613,267,43616,0,0
6,2,1,33.14,1,8,1,1,129,13835,60.3439,0,0,74,11799,0,151,18065,76.9877,0,0,100,9967,0,0
8,2,2,17.93,1,9,1,1,0,0,0,0,0,0,0,0,5,150,1.1822,0,0,3,77,0,0
8,2,3,48.52,3,5,1,1,0,0,0,0,0,0,0,0,69,14670,56.5283,0,0,27,4729,0,0
7,3,1,43.6,2,5,2,1,126,20208,105.8685,1546,6.4082,152,15672,0,95,14573,60.0056,0,0,96,10828,0,0
7,3,1,19.8,1,5,1,2,0,0,0,0,0,0,0,0,197,32944,132.3023,0,0,144,16013,3,0
7,1,3,42.95,2,5,2,1,2,479,2.5368,5623,14.9075,18,2153,5,66,37785,55.6637,0,0,20,9347,5,0
8,3,3,23.67,2,5,1,1,0,0,0,0,0,0,0,0,79,13180,75.6842,0,0,75,7384,1,0
7,2,1,30.55,2,5,2,1,56,7717,41.959,3333,10.4298,234,31551,3,137,25568,91.2817,0,0,222,32526,2,0
8,2,1,38.42,2,5,1,1,5,91,0.9585,133,0.957,7,243,0,18,1111,7.5511,0,0,18,1376,0,0
7,3,1,28.13,3,5,1,1,144,17333,73.7754,0,0,140,8410,0,84,5964,28.9428,0,0,39,2800,0,0
7,2,1,20,4,5,2,1,0,0,0,0,0,0,0,0,161,8673,36.355,0,0,55,3790,0,0
7,3,1,37.27,1,5,1,2,0,0,0,0,0,0,0,0,157,14352,78.7943,0,0,190,15461,4,0
7,3,1,44.36,1,5,1,2,428,66258.6852,246.6216,0,0,149,8973,15,267,37642,155.4985,0,0,88,11398,11,0
3,3,1,40.72,1,5,1,1,64,4998,30.8221,448,2.0679,207,17936,0,103,8362,51.3214,824,3.3332,336,27701,0,0
7,2,1,29.6,1,5,2,1,94,8072,48.9818,11122,37.0671,205,11349,2,162,18424,79.3433,0,0,135,10409,0,0
8,2,2,25.44,1,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,1,41.04,2,5,1,1,64,6735,39.746,182,0.7726,55,1995,0,56,4642,28.369,116,0.6043,51,1819,0,0
7,1,3,43.44,3,7,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,3,1,38.36,2,5,1,1,0,0,0,0,0,0,0,0,275,18549,91.3364,0,0,138,11648,0,0
8,3,1,27.96,2,5,1,1,25,2397,14.8621,0,0,23,605,10,21,816,6.3504,0,0,15,664,0,0
8,2,1,22.32,2,9,1,1,0,0,0,0,0,0,0,0,10,839,5.3324,0,0,3,517,0,0
7,2,3,19.54,4,9,1,1,0,0,0,0,0,0,0,0,29,3469,14.7846,0,0,5,1189,0,0
8,2,1,21.34,1,9,1,1,0,0,0,0,0,0,0,0,69,3503,25.074,0,0,211,14580,0,0
8,1,3,41.4,2,5,1,1,10,1493,8.3935,1151,3.545,24,3029,0,50,4938,30.4658,0,0,73,7194,0,0
7,3,1,45.44,2,5,2,1,82,7399,44.2609,689,2.4728,122,7384,0,77,5263,25.7345,0,0,103,6603,0,0
8,2,3,17.27,4,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,2,3,25.44,4,3,1,1,16,820,5.853,0,0,6,74,0,11,697,4.707,0,0,3,121,0,0
7,3,1,29.44,1,5,2,1,73,8556,49.1626,5730,18.2774,80,19215,36,108,23917,89.768,0,0,227,75949,32,0
8,2,1,34,2,5,2,1,0,0,0,0,0,0,0,0,63,4823,26.8088,0,0,86,9667,0,0
7,2,1,16.49,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,2,1,43.44,1,3,1,1,161,39868,179.0117,4830,24.1092,263,42977,0,287,97995,362.6627,0,0,222,63535,5,0
8,2,2,23.86,3,5,2,1,0,0,0,0,0,0,0,0,33,2938,13.9722,0,0,11,1443,5,0
8,2,3,15.21,1,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,3,1,25.11,2,5,1,1,31,1592,11.3579,0,0,17,615,0,34,1524,11.2154,0,0,13,466,4,0
8,2,2,17.27,4,9,1,1,0,0,0,0,0,0,0,0,3,215,1.4115,0,0,2,32,3,0
7,1,3,40.16,3,5,2,1,0,0,0,0,0,0,0,0,360,36908,251.6008,0,0,162,11841,8,0
7,3,1,38.91,2,5,1,1,35,821,7.5052,649,2.5792,81,2953,0,119,9715,45.2039,0,0,117,7271,0,0
8,2,3,37.77,1,5,2,1,24,1952,11.8387,303,1.0794,21,1671,0,4,290,1.899,0,0,22,2471,0,0
8,2,3,24,1,5,1,1,0,0,0,0,0,0,0,0,36,3485,21.5734,0,0,100,21453,0,0
8,2,3,28.19,1,7,1,1,10,359,3.6152,323,1.756,15,421,0,52,2008,15.6579,0,0,26,1759,0,0
7,2,1,19.7,2,9,1,2,0,0,0,0,0,0,0,0,159,9534,48.2082,0,0,198,18941,0,0
7,1,3,47.73,3,5,1,2,841,150020,603.5486,0,0,340,31333,0,986,163915,657.9558,0,0,233,23317,0,0
7,2,1,20.85,1,5,2,1,0,0,0,0,0,0,0,0,71,5770,24.4651,0,0,90,8166,0,0
7,3,1,24.09,2,5,2,1,0,0,0,0,0,0,0,0,393,33774,153.836,0,0,442,85309,2,0
8,2,1,20.85,2,9,1,1,0,0,0,0,0,0,0,0,19,3129,17.9928,0,0,16,2391,2,0
8,1,2,23.14,1,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,2,3,18.78,1,7,1,1,0,0,0,0,0,0,0,0,22,678,5.7466,0,0,7,362,0,0
3,3,1,38.09,3,5,2,1,53,6270,35.9795,8935,30.2453,89,9901,4,38,5977,31.6924,2836,11.6337,89,5915,7,0
6,2,1,34.68,2,5,1,1,67,8854,42.0912,0,0,91,11456,0,95,22734,100.6673,0,0,71,13215,23,0
7,2,3,22.78,3,5,1,1,0,0,0,0,0,0,0,0,148,15325,67.363,0,0,156,12407,0,0
7,2,1,24.59,1,5,1,1,0,0,0,0,0,0,0,0,13,3331,12.662,0,0,9,283,0,0
6,1,1,31.73,1,5,1,1,211,24014,103.4029,0,0,146,13105,0,284,40987,168.6237,0,0,217,22348,0,0
8,3,1,20.49,2,7,1,1,0,0,0,0,0,0,0,0,33,2802,17.7625,0,0,9,1049,0,0
3,1,1,43.27,1,5,1,1,20,4002,21.5342,1088,4.2096,21,1647,0,0,0,0,0,0,0,0,0,0
6,2,1,32.13,1,5,1,1,286,40823,168.2704,0,0,136,26832,0,165,28580,114.0626,0,0,111,21671,0,0
8,3,3,24.62,3,5,1,1,0,0,0,0,0,0,0,0,3,52,0.5764,0,0,0,0,0,0
8,2,3,27.11,2,5,1,1,0,0,0,0,0,60,1762,0,67,2779,21.1577,0,0,79,5250,0,0
7,2,1,19.01,1,5,2,1,0,0,0,0,0,0,0,0,220,41288,212.8433,0,0,179,29424,9,0
8,3,1,46.72,1,5,1,1,29,2634,15.8108,0,0,35,5810,0,29,2418,15.3832,0,0,37,8450,0,0
8,1,1,43.93,4,5,1,1,64,4485,21.8539,0,0,113,10586,0,54,3841,25.2568,0,0,142,11671,0,0
8,2,1,25.27,3,5,1,1,0,0,0,0,0,0,0,0,173,15250,95.8957,0,0,144,18098,0,0
7,3,1,42.59,3,5,1,1,69,11172,61.3778,2011,6.763,95,9042,0,164,20444,86.4162,0,0,87,16497,0,0
7,3,1,26.95,2,5,1,1,433,26435.9887,130.2262,0,0,665,23081,15,426,34206,160.2442,0,0,626,38345,0,0
7,3,1,28.29,4,2,1,1,248,25176,111.1694,0,0,106,10604,0,936,92565,411.0377,0,0,803,70117,0,0
7,2,1,43.93,2,5,1,1,45,6935,38.3872,257,0.9627,35,2579,0,132,12971,57.6097,0,0,87,5113,0,0
8,3,1,28.13,3,5,1,1,208,17697,112.0526,0,0,109,2947,0,262,27647,168.7074,0,0,57,5281,8,0
